epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,2.945464220046997,0.09,2.8044799433814154,0.10243055,2.553364
2,2.795311803817749,0.0875,2.802162673738268,0.10243055,2.4763813
3,2.731675090789795,0.1025,2.6908698081970215,0.104166664,2.4527397
4,2.674765748977661,0.0975,2.5872334241867065,0.10243055,2.4186554
5,2.58166693687439,0.09375,2.620339936680264,0.10243055,2.3425314
6,2.602832851409912,0.10625,2.575693686803182,0.10243055,2.3779206
7,2.5508577919006346,0.1175,2.530120028389825,0.10243055,2.3383477
8,2.53027322769165,0.11125,2.5001585616005793,0.109375,2.3286436
9,2.5122289562225344,0.12125,2.4747021595637,0.104166664,2.3192103
10,2.4393256378173827,0.15125,2.3681839174694486,0.16493055,2.2516074
11,2.4307351875305176,0.1525,2.4267348051071167,0.18229167,2.246157
12,2.391595525741577,0.175,2.2897061904271445,0.19270833,2.208364
13,2.346893949508667,0.1975,2.2791559762424893,0.2204861,2.1659474
14,2.237115888595581,0.24375,2.154304716322157,0.3090278,2.0564713
15,2.1913223457336426,0.2675,2.0743021037843494,0.27083334,2.008529
16,2.12421293258667,0.275,2.1441393428378634,0.28125,1.94121
17,2.129724178314209,0.2925,2.0009839137395224,0.30208334,1.943906
18,2.07339569568634,0.30375,2.032150467236837,0.3142361,1.8870969
19,2.0449584484100343,0.28,1.9736982319090102,0.31944445,1.8595499
20,1.9738532209396362,0.375,1.8631828625996907,0.3263889,1.7874076
21,1.8838092136383056,0.375,1.9059511224428813,0.33506945,1.700779
22,1.8691801977157594,0.3775,1.8306561509768169,0.38194445,1.6887516
23,1.8634189128875733,0.37625,1.9471232559945848,0.3402778,1.6841648
24,1.8083275413513185,0.39875,2.1149523655573526,0.28993055,1.6302637
25,1.7781032419204712,0.42375,1.909999046060774,0.35416666,1.601138
26,1.8545793581008911,0.37,1.7659071882565816,0.390625,1.6769557
27,1.804225573539734,0.4025,1.9047094583511353,0.3732639,1.6268898
28,1.811167335510254,0.39875,1.7441052595774333,0.4201389,1.6332295
29,1.753105320930481,0.40125,1.8623230854670207,0.40104166,1.57539
30,1.720951189994812,0.43125,1.83037045929167,0.3715278,1.544519
31,1.74723126411438,0.425,1.6913340886433919,0.421875,1.5718304
32,1.6626504278182983,0.44125,1.7768273552258809,0.41493055,1.4880484
33,1.7096345233917236,0.41625,1.7645601961347792,0.375,1.5353978
34,1.6333016633987427,0.46,1.6748054557376437,0.43229166,1.4580209
35,1.6579108810424805,0.4375,1.7784477074940999,0.41493055,1.4839509
36,1.7742113161087036,0.4,1.6720577942000494,0.40104166,1.5996534
37,1.5689903116226196,0.44875,1.6551863153775532,0.44270834,1.3935647
38,1.6611736726760864,0.4675,1.6954710947142706,0.46006945,1.4868152
39,1.6276707935333252,0.43375,1.826493587758806,0.38194445,1.4529624
40,1.5617881965637208,0.45875,1.6253619061575995,0.44791666,1.3853962
41,1.5787551069259644,0.45625,1.6909204986360338,0.44444445,1.4017354
42,1.5806500005722046,0.47625,1.5913728608025446,0.4670139,1.4030571
43,1.5489510011672973,0.48375,1.694914738337199,0.4079861,1.370883
44,1.5466796636581421,0.4875,1.587425622675154,0.4878472,1.3689532
45,1.5621489143371583,0.475,1.6121273967954848,0.46875,1.3846875
46,1.525900444984436,0.4975,1.5977430476082697,0.4548611,1.3489218
47,1.5037852096557618,0.5,1.5929914580451117,0.4722222,1.3255742
48,1.4344784450531005,0.53,1.5694830417633057,0.4809028,1.2574207
