epoch,loss,accuracy,val_loss,val_accuracy,sparse_categorical_crossentropy
1,3.565723123550415,0.095,3.328368133968777,0.09548611,2.5913267
2,3.318211622238159,0.1125,3.2831963300704956,0.10069445,2.4530926
3,3.228637285232544,0.09625,3.122599654727512,0.097222224,2.433806
4,3.1223473930358887,0.115,3.0866107410854764,0.109375,2.3794842
5,3.017229061126709,0.1225,3.1200733449723987,0.12326389,2.3172557
6,2.9833983898162844,0.14,2.87098052766588,0.171875,2.3205676
7,2.9246876430511475,0.14,2.8605664438671536,0.16319445,2.2949228
8,2.8042320346832277,0.17375,2.7550342082977295,0.16493055,2.206104
9,2.746091547012329,0.1625,2.678016848034329,0.15277778,2.1792223
10,2.770023021697998,0.1575,2.663282182481554,0.16666667,2.232452
11,2.6436974716186525,0.1875,2.6534146467844644,0.19791667,2.1331632
12,2.5770387077331542,0.2025,2.522895243432787,0.2170139,2.0940437
13,2.655528621673584,0.17375,2.7686419222089977,0.109375,2.1960511
14,2.5836438369750976,0.1975,2.553508904245165,0.1892361,2.1421134
15,2.5212861061096192,0.20875,2.4018569125069513,0.2517361,2.100121
16,2.4489771270751954,0.24625,2.371400382783678,0.2690972,2.0485537
17,2.393713846206665,0.22625,2.27117031150394,0.2482639,2.012488
18,2.222720379829407,0.3025,2.164825532171461,0.2951389,1.8587012
19,2.1928766345977784,0.3075,2.3077767425113254,0.2777778,1.841827
20,2.2483293437957763,0.27625,2.1149913006358676,0.3246528,1.9046538
21,2.2030378675460813,0.2975,2.1265566613939075,0.34375,1.8666344
22,2.0558583450317385,0.36125,1.9814098079999287,0.3246528,1.731739
23,2.140677309036255,0.30875,2.0055660936567516,0.3576389,1.8282373
24,1.95806734085083,0.38,1.9436502324210272,0.3784722,1.6561188
25,1.9960356616973878,0.365,1.967719210518731,0.3576389,1.7053668
26,1.99237069606781,0.36375,1.9680691957473755,0.38020834,1.7122973
27,1.984163417816162,0.355,1.9847322901089985,0.35243055,1.7122366
28,1.9343782615661622,0.3975,1.8395266665352716,0.41319445,1.6677446
29,1.9427591180801391,0.36125,1.8634053534931607,0.4236111,1.6809545
30,1.8755626964569092,0.39625,1.9746991064813402,0.35069445,1.6192285
31,1.9532120609283448,0.365,2.0509984493255615,0.296875,1.7000045
32,1.842028365135193,0.40375,1.7647658321592543,0.41319445,1.5913032
33,1.8174429082870482,0.3925,1.782697730594211,0.421875,1.5718982
